gameId,gameDuration,gameMode,gameVersion
4216789811,1629,CLASSIC,10.5.312.392
4216573409,1821,CLASSIC,10.5.312.392
4211491708,1391,CLASSIC,10.5.312.392
4211414401,1557,CLASSIC,10.5.312.392
4211326214,1213,CLASSIC,10.5.312.392
4210725194,1655,CLASSIC,10.5.312.392
4210607036,1354,CLASSIC,10.5.312.392
4210544654,1174,CLASSIC,10.5.312.392
4208540749,1892,CLASSIC,10.5.312.392
4207880258,918,CLASSIC,10.5.312.392
4206501111,1118,ARAM,10.5.311.166
4206197847,2087,CLASSIC,10.5.311.166
4206140902,1314,CLASSIC,10.5.311.166
4205783924,917,CLASSIC,10.5.311.166
4205702275,1236,CLASSIC,10.5.311.166
4204484753,967,ARAM,10.5.311.166
4204457873,1361,ARAM,10.5.311.166
4204328322,1156,CLASSIC,10.5.311.166
4204007475,1639,CLASSIC,10.5.311.166
4203914434,1419,CLASSIC,10.5.311.166
4203882960,1087,CLASSIC,10.5.311.166
4198552194,1760,CLASSIC,10.5.311.166
4198462558,1585,CLASSIC,10.5.311.166
4198395009,1035,CLASSIC,10.5.311.166
4198306605,1587,CLASSIC,10.5.311.166
4198248878,1317,CLASSIC,10.5.311.166
4197426798,1654,CLASSIC,10.5.311.166
4197308418,1749,CLASSIC,10.5.311.166
4195441590,1282,CLASSIC,10.5.311.166
4195372238,1184,CLASSIC,10.5.311.166
4195138604,1465,CLASSIC,10.5.311.166
4192887757,1916,CLASSIC,10.4.308.9400
4192842152,1866,CLASSIC,10.4.308.9400
4192401716,1318,CLASSIC,10.4.308.9400
4190860735,1929,CLASSIC,10.4.308.9400
4190803739,1686,CLASSIC,10.4.308.9400
4190688784,1585,CLASSIC,10.4.308.9400
4190660384,1691,CLASSIC,10.4.308.9400
4190575102,1958,CLASSIC,10.4.308.9400
4188544300,1471,CLASSIC,10.4.308.9400
4188343925,1431,CLASSIC,10.4.308.9400
4188230162,2056,CLASSIC,10.4.308.9400
4187989751,1049,CLASSIC,10.4.308.9400
4186343383,1729,CLASSIC,10.4.308.9400
4185731652,1933,CLASSIC,10.4.308.9400
4183820553,1960,CLASSIC,10.4.308.9400
4183755992,1238,CLASSIC,10.4.308.9400
4183652925,1353,CLASSIC,10.4.308.9400
4182229765,1111,CLASSIC,10.4.308.9400
4179312302,1284,CLASSIC,10.4.308.9400
4177980514,2052,CLASSIC,10.4.308.9400
4174736476,1944,CLASSIC,10.4.308.9400
4174692944,1375,CLASSIC,10.4.308.9400
4174637416,1559,CLASSIC,10.4.308.9400
4174653172,1116,CLASSIC,10.4.308.9400
4174536861,1867,CLASSIC,10.4.308.9400
4174437979,2037,CLASSIC,10.4.308.9400
4174345259,1903,CLASSIC,10.4.308.9400
4239407294,1805,CLASSIC,10.6.313.8894
4239403192,1146,CLASSIC,10.6.313.8894
4232817070,1213,CLASSIC,10.6.313.8894
4227351515,1445,CLASSIC,10.6.313.2784
4213091665,1932,CLASSIC,10.5.312.392
4212455766,1670,CLASSIC,10.5.312.392
4211649508,1718,CLASSIC,10.5.312.392
4205747984,2246,CLASSIC,10.5.311.166
4205741567,1637,CLASSIC,10.5.311.166
4205711950,1669,CLASSIC,10.5.311.166
4205636998,1208,CLASSIC,10.5.311.166
4205601397,1450,CLASSIC,10.5.311.166
4200248765,2465,CLASSIC,10.5.311.166
4200223685,2028,CLASSIC,10.5.311.166
4200189819,1336,CLASSIC,10.5.311.166
4200127990,1228,CLASSIC,10.5.311.166
4198435258,2168,CLASSIC,10.5.311.166
4198440135,974,CLASSIC,10.5.311.166
4198353149,1879,CLASSIC,10.5.311.166
4198236758,1835,CLASSIC,10.5.311.166
4198223700,940,CLASSIC,10.5.311.166
4198168083,993,CLASSIC,10.5.311.166
4195471044,964,CLASSIC,10.5.311.166
4195454579,913,CLASSIC,10.5.311.166
4193072056,1211,CLASSIC,10.4.308.9400
4190818578,1392,CLASSIC,10.4.308.9400
4190771229,2354,CLASSIC,10.4.308.9400
4190674405,1334,CLASSIC,10.4.308.9400
4190644125,1585,CLASSIC,10.4.308.9400
4174684881,1223,CLASSIC,10.4.308.9400
4174586058,1791,CLASSIC,10.4.308.9400
4174568521,194,CLASSIC,10.4.308.9400
4159504525,2004,CLASSIC,10.3.307.7898
4159458138,1701,CLASSIC,10.3.307.7898
4159441293,1546,CLASSIC,10.3.307.7898
4159327884,1328,CLASSIC,10.3.307.7898
4154572688,1928,CLASSIC,10.3.307.7898
4152524765,1596,CLASSIC,10.3.307.7898
4152433543,1388,CLASSIC,10.3.307.7898
4148690219,1544,CLASSIC,10.3.307.7898
4148543835,2135,CLASSIC,10.3.307.7898
4148204586,1324,CLASSIC,10.3.307.7898
4147858680,1376,CLASSIC,10.3.307.7898
4147608142,2176,CLASSIC,10.3.307.7898
4147593272,839,CLASSIC,10.3.307.7898
4146946516,1446,CLASSIC,10.3.307.7898
4146490892,2220,CLASSIC,10.3.307.7898
4146348856,1719,CLASSIC,10.3.307.7898
4146317969,1807,CLASSIC,10.3.307.7898
4146197035,1727,CLASSIC,10.3.307.7898
4146147460,1513,CLASSIC,10.3.307.7898
4144399667,1834,CLASSIC,10.3.307.1028
4144404995,1743,CLASSIC,10.3.307.1028
4144372178,966,CLASSIC,10.3.307.1028
4144305642,1226,CLASSIC,10.3.307.1028
4144219104,1365,CLASSIC,10.3.307.1028
4144169278,1301,CLASSIC,10.3.307.1028
4144108231,1669,CLASSIC,10.3.307.1028
4142942611,2104,CLASSIC,10.3.307.1028
4140193348,970,CLASSIC,10.3.307.1028
4139926966,1681,CLASSIC,10.3.307.1028
4139826709,1516,CLASSIC,10.3.307.1028
4139738577,1419,CLASSIC,10.3.307.1028
4120085617,951,CLASSIC,10.2.305.4739
4119987801,1811,CLASSIC,10.2.305.4739
4119806203,1787,CLASSIC,10.2.305.4739
4119141686,1882,CLASSIC,10.2.305.4739
4119100142,2085,CLASSIC,10.2.305.4739
4118673044,2171,CLASSIC,10.2.305.4739
4255954855,1663,CLASSIC,10.6.314.4405
4255942732,794,CLASSIC,10.6.314.4405
4255868492,1254,CLASSIC,10.6.314.4405
4255846128,1293,CLASSIC,10.6.314.4405
4255792608,942,CLASSIC,10.6.314.4405
4255735085,1121,CLASSIC,10.6.314.4405
4255616358,1901,CLASSIC,10.6.314.4405
4255540798,946,CLASSIC,10.6.314.4405
4255401862,1232,CLASSIC,10.6.314.4405
4252916894,1698,CLASSIC,10.6.314.4405
4252894682,1120,CLASSIC,10.6.314.4405
4252840575,1323,CLASSIC,10.6.314.4405
4252775171,1190,CLASSIC,10.6.314.4405
4252750434,941,CLASSIC,10.6.314.4405
4252662874,1109,CLASSIC,10.6.314.4405
4252594828,1401,ONEFORALL,10.6.314.4405
4252462986,2284,CLASSIC,10.6.314.4405
4249430311,925,CLASSIC,10.6.314.4405
4248397701,1923,CLASSIC,10.6.314.4405
4248049898,1387,CLASSIC,10.6.314.4405
4248073303,963,CLASSIC,10.6.314.4405
4247947415,951,CLASSIC,10.6.314.4405
4248002331,933,CLASSIC,10.6.314.4405
4247441346,2272,CLASSIC,10.6.314.4405
4247382346,1466,CLASSIC,10.6.314.4405
4247236629,1431,CLASSIC,10.6.314.4405
4247217216,1939,CLASSIC,10.6.314.4405
4247160308,1232,CLASSIC,10.6.314.4405
4246939711,1569,CLASSIC,10.6.314.4405
4244743719,1836,ARAM,10.6.313.8894
4244742882,1072,ARAM,10.6.313.8894
4244722484,195,CLASSIC,10.6.313.8894
4244243703,1664,CLASSIC,10.6.313.8894
4244145140,1395,CLASSIC,10.6.313.8894
4242111176,951,CLASSIC,10.6.313.8894
4241977641,1998,CLASSIC,10.6.313.8894
4241914551,1804,CLASSIC,10.6.313.8894
4241817859,1255,CLASSIC,10.6.313.8894
4241761245,1370,CLASSIC,10.6.313.8894
4241644260,1825,CLASSIC,10.6.313.8894
4239554885,1348,CLASSIC,10.6.313.8894
4239581433,1188,CLASSIC,10.6.313.8894
4239491702,991,CLASSIC,10.6.313.8894
4239199539,2227,CLASSIC,10.6.313.8894
4239105794,1732,CLASSIC,10.6.313.8894
4239019541,975,CLASSIC,10.6.313.8894
4238961869,2083,CLASSIC,10.6.313.8894
4238798613,976,CLASSIC,10.6.313.8894
4236452104,1177,CLASSIC,10.6.313.8894
4236425113,2074,CLASSIC,10.6.313.8894
4233178019,1604,CLASSIC,10.6.313.8894
4233105414,1596,CLASSIC,10.6.313.8894
4232999015,1731,CLASSIC,10.6.313.8894
4230346513,2143,CLASSIC,10.6.313.8894
4228637106,922,CLASSIC,10.6.313.2784
4227166964,932,CLASSIC,10.6.313.2784
4225224893,1519,ARAM,10.5.312.392
4225149541,1296,CLASSIC,10.5.312.392
4225171127,1708,CLASSIC,10.5.312.392
4218311762,1699,CLASSIC,10.5.312.392
4214032557,856,ARAM,10.5.312.392
4213849892,1775,CLASSIC,10.5.312.392
4213821352,1881,CLASSIC,10.5.312.392
4213584428,1735,CLASSIC,10.5.312.392
4213413380,959,CLASSIC,10.5.312.392
4209005606,1029,CLASSIC,10.5.312.392
4207121253,919,CLASSIC,10.5.311.166
4207026677,1511,CLASSIC,10.5.311.166
4206979335,953,CLASSIC,10.5.311.166
4188827621,2301,CLASSIC,10.4.308.9400
4188699998,2119,CLASSIC,10.4.308.9400
4183495921,2152,CLASSIC,10.4.308.9400
4183226653,1911,CLASSIC,10.4.308.9400
4179234165,951,CLASSIC,10.4.308.9400
4179177215,1789,CLASSIC,10.4.308.9400
4179035600,1232,CLASSIC,10.4.308.9400
4176919644,1212,CLASSIC,10.4.308.9400
4237423337,915,CLASSIC,10.6.313.8894
4236259120,1289,CLASSIC,10.6.313.8894
4232956091,1806,CLASSIC,10.6.313.8894
4232889476,937,CLASSIC,10.6.313.8894
4232129903,1745,CLASSIC,10.6.313.8894
4231100346,1285,CLASSIC,10.6.313.8894
4226087595,1693,CLASSIC,10.6.313.2784
4225243022,2278,CLASSIC,10.5.312.392
4225161427,1568,CLASSIC,10.5.312.392
4222919157,1811,CLASSIC,10.5.312.392
4222855115,1634,CLASSIC,10.5.312.392
4218394521,1760,CLASSIC,10.5.312.392
4216849791,1953,CLASSIC,10.5.312.392
4215648624,1575,CLASSIC,10.5.312.392
4215616407,1782,CLASSIC,10.5.312.392
4215431777,1442,CLASSIC,10.5.312.392
4215316652,917,CLASSIC,10.5.312.392
4215313840,206,CLASSIC,10.5.312.392
4214992975,1918,CLASSIC,10.5.312.392
4214822900,1529,CLASSIC,10.5.312.392
4214533325,1593,CLASSIC,10.5.312.392
4214412694,1250,CLASSIC,10.5.312.392
4213518003,2269,CLASSIC,10.5.312.392
4213560056,1889,CLASSIC,10.5.312.392
4213119323,1721,CLASSIC,10.5.312.392
4212983761,2009,CLASSIC,10.5.312.392
4212844247,1900,CLASSIC,10.5.312.392
4212703586,1645,CLASSIC,10.5.312.392
4212469872,1914,CLASSIC,10.5.312.392
4212431681,2095,CLASSIC,10.5.312.392
4212005814,1473,CLASSIC,10.5.312.392
4212001906,946,CLASSIC,10.5.312.392
4208791424,976,CLASSIC,10.5.312.392
4208538182,1873,CLASSIC,10.5.312.392
4208458110,1014,CLASSIC,10.5.312.392
4207054589,1868,CLASSIC,10.5.311.166
4206895892,2418,CLASSIC,10.5.311.166
4206830119,1425,CLASSIC,10.5.311.166
4206740277,1882,CLASSIC,10.5.311.166
4206654511,2211,CLASSIC,10.5.311.166
4252530914,1127,CLASSIC,10.6.314.4405
4249802117,2030,CLASSIC,10.6.314.4405
4249668713,984,CLASSIC,10.6.314.4405
4249613706,940,CLASSIC,10.6.314.4405
4247282636,1493,CLASSIC,10.6.314.4405
4246749053,1531,CLASSIC,10.6.314.4405
4244487159,1413,CLASSIC,10.6.313.8894
4244368275,1419,CLASSIC,10.6.313.8894
4243174717,2923,CLASSIC,10.6.313.8894
4241981057,1884,CLASSIC,10.6.313.8894
4236782505,1290,CLASSIC,10.6.313.8894
4236023664,2568,CLASSIC,10.6.313.8894
4234053890,1389,CLASSIC,10.6.313.8894
4233828212,1119,CLASSIC,10.6.313.8894
4230836223,1315,CLASSIC,10.6.313.8894
4230334499,1808,CLASSIC,10.6.313.2784
4230211547,1718,CLASSIC,10.6.313.2784
4229351121,1471,CLASSIC,10.6.313.2784
4229227509,1664,CLASSIC,10.6.313.2784
4228458573,842,ARAM,10.6.313.2784
4227270829,2464,CLASSIC,10.6.313.2784
4225854799,1659,CLASSIC,10.6.313.2784
4225747628,2011,CLASSIC,10.6.313.2784
4225135639,1707,CLASSIC,10.5.312.392
4223949945,1606,CLASSIC,10.5.312.392
4221036135,2361,CLASSIC,10.5.312.392
4221002501,1646,CLASSIC,10.5.312.392
4220887749,976,CLASSIC,10.5.312.392
4220821703,2042,CLASSIC,10.5.312.392
4218540056,1656,CLASSIC,10.5.312.392
4218372722,1781,CLASSIC,10.5.312.392
4217926044,1172,ARAM,10.5.312.392
4217930137,1113,ARAM,10.5.312.392
4217704098,966,ARAM,10.5.312.392
4215288336,913,CLASSIC,10.5.312.392
4214936649,1397,CLASSIC,10.5.312.392
4214795739,191,CLASSIC,10.5.312.392
4214502370,1852,CLASSIC,10.5.312.392
4214342462,1403,CLASSIC,10.5.312.392
4213348633,1768,CLASSIC,10.5.312.392
4211531629,1261,CLASSIC,10.5.312.392
4208290383,1918,CLASSIC,10.5.312.392
4207621421,1629,CLASSIC,10.5.312.392
4207470343,1445,CLASSIC,10.5.312.392
4207375263,1531,CLASSIC,10.5.312.392
4206999607,2171,CLASSIC,10.5.311.166
4207022923,1701,CLASSIC,10.5.311.166
4206855391,1746,CLASSIC,10.5.311.166
4206773099,1336,ARAM,10.5.311.166
4206685219,1593,ARAM,10.5.311.166
4206648187,1212,ARAM,10.5.311.166
4205020118,1432,ARAM,10.5.311.166
4202556832,1247,CLASSIC,10.5.311.166
4202480304,1332,CLASSIC,10.5.311.166
4202430240,1190,CLASSIC,10.5.311.166
4202197510,1962,CLASSIC,10.5.311.166
4202091313,2033,CLASSIC,10.5.311.166
4201733179,971,CLASSIC,10.5.311.166
4201550035,1292,CLASSIC,10.5.311.166
4201322308,2501,CLASSIC,10.5.311.166
4195801376,957,CLASSIC,10.5.311.166
4195736607,1383,CLASSIC,10.5.311.166
4194020206,1291,CLASSIC,10.5.311.166
4193724086,1139,CLASSIC,10.5.311.166
4191808901,1037,CLASSIC,10.4.308.9400
4191463284,928,CLASSIC,10.4.308.9400
4240556832,2095,CLASSIC,10.6.313.8894
4234828360,1224,CLASSIC,10.6.313.8894
4234152893,1387,CLASSIC,10.6.313.8894
4232325720,1895,CLASSIC,10.6.313.8894
4230293422,919,CLASSIC,10.6.313.2784
4229690351,1944,CLASSIC,10.6.313.2784
4229333933,2060,CLASSIC,10.6.313.2784
4229156551,1293,CLASSIC,10.6.313.2784
4229089526,925,CLASSIC,10.6.313.2784
4228918323,2026,CLASSIC,10.6.313.2784
4227039396,1806,CLASSIC,10.6.313.2784
